product_code,product_name,category,disposition,review_reason,approval_action,product_id,warehouse_id,gap,expected_adjustment_sum,actual_stock,proposed_quantity_change,correction_id,reason_breakdown,as_of_day
PP0504,平面帶 5*4P,Flat / Specialty Belts,actionable,,,c0b9914d-1df3-5a08-bff9-2b7f161e4545,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1216,-657,559,1216,5f45581f-04e3-504a-adc5-8a47b1add01e,"SALES_RESERVATION=-2637, SUPPLIER_DELIVERY=1980",2026-04-17
PB050,三角皮帶 B-50,V-Belts,actionable,,,b3617d23-86b8-5fac-8dd6-7b3ed26879ad,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1214,-583,631,1214,a7890689-999b-545c-9acb-12ce2c3b0eec,"SALES_RESERVATION=-54230, SUPPLIER_DELIVERY=53647",2026-04-17
PA034,三角皮帶 A-34,V-Belts,actionable,,,4a09f635-9e0d-550b-82d9-2d79c56ab2a1,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1173,-742,431,1173,43968841-cac3-51c9-97f1-f33ac8d3a00d,"SALES_RESERVATION=-36340, SUPPLIER_DELIVERY=35598",2026-04-17
PA031,三角皮帶 A-31,V-Belts,actionable,,,761194eb-08a3-5920-b8cf-03ca34bae2af,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1155,-480,675,1155,789972c1-30e6-5dd7-a3e6-b975b57ca4cd,"SALES_RESERVATION=-35539, SUPPLIER_DELIVERY=35059",2026-04-17
PB061,三角皮帶 B-61,V-Belts,actionable,,,11dfc660-59c7-531f-aa30-806e99c9185d,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1153,-811,342,1153,2e05e57e-e6f2-5949-9820-35f68843cc61,"SALES_RESERVATION=-29533, SUPPLIER_DELIVERY=28722",2026-04-17
PM021,三角皮帶 M-21,V-Belts,actionable,,,9878b9dc-cbe2-5fdf-94d6-5ce57a96c6e8,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1153,-952,201,1153,0a6ca0fb-638e-59d8-a301-8ce129f22083,"SALES_RESERVATION=-21580, SUPPLIER_DELIVERY=20628",2026-04-17
PB051,三角皮帶 B-51,V-Belts,actionable,,,223449cb-ef74-5ff5-8b7f-f3748adb5820,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1152,-803,349,1152,8aeca068-7197-513e-9f9f-ebf28c08cefa,"SALES_RESERVATION=-34294, SUPPLIER_DELIVERY=33491",2026-04-17
PM036,三角皮帶 M-36,V-Belts,actionable,,,7bdf4e19-f59d-53ad-8df6-9891ae2cb431,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1139,-928,211,1139,6950f6bc-f151-518a-ab17-8283f0e11251,"SALES_RESERVATION=-7714, SUPPLIER_DELIVERY=6786",2026-04-17
YM040,黃色 YM-40,Variable-Speed Belts,actionable,,,f55aceaa-3632-5ebc-b1dd-6e9633713d98,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1122,-668,454,1122,fc3ebb1d-7f36-5dda-b655-7d4b7b144cd4,"SALES_RESERVATION=-3715, SUPPLIER_DELIVERY=3047",2026-04-17
PM023,三角皮帶 M-23,V-Belts,actionable,,,3d78b6ff-abfd-5e7c-9aaf-b822d9cb1b05,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1120,-899,221,1120,30e87b58-4e06-59a6-bea2-55682b28ad77,"SALES_RESERVATION=-11541, SUPPLIER_DELIVERY=10642",2026-04-17
VA030,齒型皮帶 A-30,V-Belts,actionable,,,34247b70-9001-5221-915b-cfb3aa9d6bf3,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1115,1195,80,-1115,ff54ad50-cf29-58d7-91fc-a74c9b5fa346,"SALES_RESERVATION=-370, SUPPLIER_DELIVERY=1565",2026-04-17
PA075,三角皮帶 A-75,V-Belts,actionable,,,a316f81b-89d5-512e-befa-0575ccbdcf9d,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1101,-852,249,1101,66167201-4137-56c5-a04e-6a190d7424bf,"SALES_RESERVATION=-12487, SUPPLIER_DELIVERY=11635",2026-04-17
PK021,三角皮帶 K-21,V-Belts,actionable,,,98a4469f-2810-5840-9829-c73a8fd9d744,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1055,-915,140,1055,d16de021-ac62-551a-91b2-bcc1f98b5563,"SALES_RESERVATION=-2552, SUPPLIER_DELIVERY=1637",2026-04-17
PM016,三角皮帶 M-16,V-Belts,actionable,,,ed129b3b-797c-5f0e-8695-7a6eb12b273f,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1050,-932,118,1050,acdbb5c9-c2db-5220-a41a-60f564a1c3a9,"SALES_RESERVATION=-1332, SUPPLIER_DELIVERY=400",2026-04-17
PA029,三角皮帶 A-29,V-Belts,actionable,,,820fbc09-8c2b-5fb3-9389-f2796ee45e50,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1043,-626,417,1043,66972b8d-445b-5b6d-a9f0-5fc57cb3f85c,"SALES_RESERVATION=-40514, SUPPLIER_DELIVERY=39888",2026-04-17
PK023,三角皮帶 K-23,V-Belts,actionable,,,97a09318-643b-5a3b-adbc-e24cb6846e97,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1037,-661,376,1037,b40152d1-f63d-5418-83f3-a993acc2553f,"SALES_RESERVATION=-20534, SUPPLIER_DELIVERY=19873",2026-04-17
PA024,三角皮帶 A-24,V-Belts,actionable,,,d580a818-c3ae-5c33-afdb-e43c0e37fdf5,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1028,-583,445,1028,9b64696b-8fec-593d-82fe-adc6d470c84b,"SALES_RESERVATION=-28057, SUPPLIER_DELIVERY=27474",2026-04-17
PB080,三角皮帶 B-80,V-Belts,actionable,,,7d94b899-d807-5b37-a442-392c05917887,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1027,-793,234,1027,4a1fb2fe-69c2-507d-9e28-b67b242f30b7,"SALES_RESERVATION=-24884, SUPPLIER_DELIVERY=24091",2026-04-17
PM026,三角皮帶 M-26,V-Belts,actionable,,,8f009696-88d2-51ff-b43f-af1f39188999,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1022,-191,831,1022,b67a8647-f754-5b47-938a-075b586249df,"SALES_RESERVATION=-4748, SUPPLIER_DELIVERY=4557",2026-04-17
PA058,三角皮帶 A-58,V-Belts,actionable,,,ba7a3505-345f-5079-a59a-53fe703fcd7d,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1008,-348,660,1008,5d04cd05-3fb1-53cc-926d-d27a2312ff06,"SALES_RESERVATION=-27410, SUPPLIER_DELIVERY=27062",2026-04-17
YM036,黃色 YM-36,Variable-Speed Belts,actionable,,,5fb07a1c-86da-59b8-a095-80302a8e37f9,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1007,-839,168,1007,84e00702-6731-5f78-8076-1d528c044489,"SALES_RESERVATION=-2639, SUPPLIER_DELIVERY=1800",2026-04-17
PA062,三角皮帶 A-62,V-Belts,actionable,,,1efda53f-ae8a-5d11-b883-36c8a1cdfd5a,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-999,-772,227,999,2852fa5c-5715-5ccb-9aa4-a2db3befdb23,"SALES_RESERVATION=-17865, SUPPLIER_DELIVERY=17093",2026-04-17
PB032,三角皮帶 B-32,V-Belts,actionable,,,0ec5c53b-b60c-5b39-bc34-d1379305a134,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-998,-666,332,998,a216b195-f12e-5fc6-9808-12bb8298fb47,"SALES_RESERVATION=-10441, SUPPLIER_DELIVERY=9775",2026-04-17
PB053,三角皮帶 B-53,V-Belts,actionable,,,abeba679-12ec-526e-bab9-9399e0da49ca,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-993,-545,448,993,2c544d14-01f2-5add-ba5a-97288f92142c,"SALES_RESERVATION=-40296, SUPPLIER_DELIVERY=39751",2026-04-17
PA019,三角皮帶 A-19,V-Belts,actionable,,,4fbe2f4e-22f7-50f5-993b-40059ac23d38,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-980,-656,324,980,73bb2e2f-3599-5850-a0cc-08d9a659b5f2,"SALES_RESERVATION=-7827, SUPPLIER_DELIVERY=7171",2026-04-17
PB030,三角皮帶 B-30,V-Belts,actionable,,,23759794-d639-5b9f-a96b-ec47a622133f,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-978,-706,272,978,61b473f4-9d0c-597c-b2b1-6789ebaa6db6,"SALES_RESERVATION=-10558, SUPPLIER_DELIVERY=9852",2026-04-17
PB064,三角皮帶 B-64,V-Belts,actionable,,,dbbecec3-0f25-5409-87ca-d1314910c351,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-965,-488,477,965,debac06d-c642-5d0f-b524-381e30bef558,"SALES_RESERVATION=-57081, SUPPLIER_DELIVERY=56593",2026-04-17
PB067,三角皮帶 B-67,V-Belts,actionable,,,86a1faad-9c75-5fe2-b3a7-64526205e184,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-958,-648,310,958,f104b68f-a503-5dcc-bfa3-38c8cb21e6af,"SALES_RESERVATION=-26045, SUPPLIER_DELIVERY=25397",2026-04-17
PM020,三角皮帶 M-20,V-Belts,actionable,,,9194e514-886c-588f-a3e4-11bf1480ca85,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-955,-735,220,955,a29c2fa6-d4c2-54bb-bdab-d9c3df54ffe9,"SALES_RESERVATION=-23702, SUPPLIER_DELIVERY=22967",2026-04-17
PB063,三角皮帶 B-63,V-Belts,actionable,,,af93324c-1904-5358-bcdf-5858df39234c,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-950,-470,480,950,63e31ba4-76e0-51a1-9a25-82457037dc7f,"SALES_RESERVATION=-38616, SUPPLIER_DELIVERY=38146",2026-04-17
PM031,三角皮帶 M-31,V-Belts,actionable,,,1e9791ea-7a0b-5a8e-8e30-458682c3b7fa,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-938,-810,128,938,abe3c595-3490-5cdc-ad2f-5a2550ae1de0,"SALES_RESERVATION=-8927, SUPPLIER_DELIVERY=8117",2026-04-17
PB062,三角皮帶 B-62,V-Belts,actionable,,,13782aa8-b7cc-588b-987c-d981fd22bba1,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-936,-560,376,936,258bd483-9ee6-530b-8692-4a4df4fbf4f5,"SALES_RESERVATION=-33324, SUPPLIER_DELIVERY=32764",2026-04-17
PB066,三角皮帶 B-66,V-Belts,actionable,,,c008faad-f234-5d34-b3d9-d7a41d71d69f,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-931,-608,323,931,029ea418-3e2f-59ea-a663-4efa9462ff49,"SALES_RESERVATION=-24995, SUPPLIER_DELIVERY=24387",2026-04-17
PB054,三角皮帶 B-54,V-Belts,actionable,,,1c68418f-494d-5408-8486-83de88dd425d,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-910,-489,421,910,fe28a4c3-5799-5642-95dc-45e71ecfd208,"SALES_RESERVATION=-35747, SUPPLIER_DELIVERY=35258",2026-04-17
PM019,三角皮帶 M-19,V-Belts,actionable,,,062d6a78-4c21-554d-a00e-921bb0743d4e,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-896,-702,194,896,a824db1d-caef-53c5-a7c7-ac7bbba19384,"SALES_RESERVATION=-7377, SUPPLIER_DELIVERY=6675",2026-04-17
PA060,三角皮帶 A-60,V-Belts,actionable,,,c28a9efa-5e9d-5ca2-99cb-3a956e86ee36,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-884,-668,216,884,f90e9624-7f6d-5a60-978c-f6988efb4a4d,"SALES_RESERVATION=-20441, SUPPLIER_DELIVERY=19773",2026-04-17
PA066,三角皮帶 A-66,V-Belts,actionable,,,e1171c97-6815-5297-bc36-bc21938398ae,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-870,-768,102,870,85eceafb-6bc8-5491-bcd4-fd4508ce489f,"SALES_RESERVATION=-14021, SUPPLIER_DELIVERY=13253",2026-04-17
PB071,三角皮帶 B-71,V-Belts,actionable,,,61c61ae9-5595-5608-bca7-98a22e43a616,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-864,-317,547,864,32b77864-c8dc-5ece-a9bc-879de065d09e,"SALES_RESERVATION=-22582, SUPPLIER_DELIVERY=22265",2026-04-17
PB028,三角皮帶 B-28,V-Belts,actionable,,,dbfd6203-4d0e-5c95-b161-94ebabdb8fed,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-850,-647,203,850,b2189401-48c9-5a01-8a6d-165601a487ee,"SALES_RESERVATION=-14324, SUPPLIER_DELIVERY=13677",2026-04-17
PB065,三角皮帶 B-65,V-Belts,actionable,,,95aac140-3664-5762-9e16-e590315b842b,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-846,-319,527,846,bcb8a954-d195-501a-b22f-2eb376ebe02b,"SALES_RESERVATION=-38823, SUPPLIER_DELIVERY=38504",2026-04-17
PM027,三角皮帶 M-27,V-Belts,actionable,,,694820dd-ba2c-5840-b02d-7f854aac7c5e,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-843,-721,122,843,3e857d1e-4003-51d9-98c3-9c5652f49817,"SALES_RESERVATION=-9728, SUPPLIER_DELIVERY=9007",2026-04-17
PA032,三角皮帶 A-32,V-Belts,actionable,,,f00c357c-97d1-524b-9e5b-bd2053f20f90,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-841,-526,315,841,d5413b3e-fb16-5407-b166-a4cac6dadd0d,"SALES_RESERVATION=-41093, SUPPLIER_DELIVERY=40567",2026-04-17
PA020,三角皮帶 A-20,V-Belts,actionable,,,71699af6-e342-558d-8bfa-b7836e17454e,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-839,-690,149,839,a0cbb0b1-39cf-55b2-8d00-e65530d547a5,"SALES_RESERVATION=-14842, SUPPLIER_DELIVERY=14152",2026-04-17
PB056,三角皮帶 B-56,V-Belts,actionable,,,fd1575bc-b241-5325-9546-f1ea8ffbef84,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-809,-334,475,809,4c04c0ec-7baa-55a8-aadd-54925913fb8a,"SALES_RESERVATION=-36661, SUPPLIER_DELIVERY=36327",2026-04-17
YM038,黃色 YM-38,Variable-Speed Belts,actionable,,,4a19b304-f0e6-50e9-9f97-071a1b6af34f,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-806,-733,73,806,4addb7a6-da76-5d77-8316-f4a8dcd1dbbf,"SALES_RESERVATION=-15416, SUPPLIER_DELIVERY=14683",2026-04-17
3100 GW3-L9H,GW3-大路易 90,Other Power Transmission,actionable,,,64d23897-6b0b-5061-a94e-83469f5bf364,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-806,-806,0,806,2b64fa41-bfea-538d-91ae-32a87052d9b6,"SALES_RESERVATION=-2898, SUPPLIER_DELIVERY=2092",2026-04-17
PA061,三角皮帶 A-61,V-Belts,actionable,,,163fe15a-ddd1-58fd-8eb3-9e3fe7f04223,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-797,-546,251,797,c971f09c-7766-5a42-a6f8-3844f10e71d3,"SALES_RESERVATION=-11797, SUPPLIER_DELIVERY=11251",2026-04-17
AO033,OH A-33,V-Belts,actionable,,,e80b3dd6-91d9-50a4-a80e-2bdda41c624f,26c77257-0dee-5c1a-a0aa-62ffa0603a01,797,848,51,-797,6c147f23-8071-52d0-afdc-505e44f6fb5e,"SALES_RESERVATION=-3751, SUPPLIER_DELIVERY=4599",2026-04-17
PB075,三角皮帶 B-75,V-Belts,actionable,,,375951d2-2b8b-58df-a06c-30cf5e03225e,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-793,-334,459,793,a9e02689-48cc-57b3-9681-9ea4cb124477,"SALES_RESERVATION=-29668, SUPPLIER_DELIVERY=29334",2026-04-17
TS-55 7*967,TS-55 7*967,Other Power Transmission,actionable,,,be4d95a4-8e32-53d2-bdbf-e94a5aaa7290,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-786,-786,0,786,79189a46-0fe8-5c70-aa75-13a0c0b2078c,"SALES_RESERVATION=-11433, SUPPLIER_DELIVERY=10647",2026-04-17
YM037,黃色 YM-37,Variable-Speed Belts,actionable,,,eb2e90b4-d3a0-51fe-997a-37442a56a94f,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-786,-593,193,786,af28bec1-4272-57af-8e1a-f003d2bbf4ba,"SALES_RESERVATION=-793, SUPPLIER_DELIVERY=200",2026-04-17
PB052,三角皮帶 B-52,V-Belts,actionable,,,ba9fea0b-302b-5482-b691-069514e9cb2f,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-783,-178,605,783,13a14566-3bff-5754-b00d-c917c7027ce1,"SALES_RESERVATION=-51465, SUPPLIER_DELIVERY=51287",2026-04-17
PB057,三角皮帶 B-57,V-Belts,actionable,,,6100672f-8006-5d32-8af1-6d5eac4e5a16,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-781,-481,300,781,6fc7f1f2-3509-5562-903c-a37a2b077d2f,"SALES_RESERVATION=-38947, SUPPLIER_DELIVERY=38466",2026-04-17
PB035,三角皮帶 B-35,V-Belts,actionable,,,81e02cb6-18b0-561f-8e29-8715db50838b,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-780,-306,474,780,81792a25-1803-5681-bca6-cb1fc62dd217,"SALES_RESERVATION=-19888, SUPPLIER_DELIVERY=19582",2026-04-17
PM017,三角皮帶 M-17,V-Belts,actionable,,,5e803851-4e5d-537d-a410-0ce2a93637bd,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-770,-548,222,770,f04c4303-e8c2-5e25-b72d-5db84259a096,"SALES_RESERVATION=-1752, SUPPLIER_DELIVERY=1204",2026-04-17
PM039,三角皮帶 M-39,V-Belts,actionable,,,6aa2eaae-a500-578d-9243-b746125648ad,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-769,-469,300,769,518e4d98-c8b7-51dd-9edc-6e82aaf93178,"SALES_RESERVATION=-9063, SUPPLIER_DELIVERY=8594",2026-04-17
PA056,三角皮帶 A-56,V-Belts,actionable,,,ff16655a-6ad1-550c-9b1e-62a5dcac8701,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-767,-266,501,767,9d43118a-f91b-57c2-883b-811bbba06677,"SALES_RESERVATION=-30315, SUPPLIER_DELIVERY=30049",2026-04-17
PA063,三角皮帶 A-63,V-Belts,actionable,,,cf40b757-a67d-581a-a420-1f9d3492e4b9,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-763,-484,279,763,54c7b985-b9cb-5160-8925-27026d2c421f,"SALES_RESERVATION=-16485, SUPPLIER_DELIVERY=16001",2026-04-17
PK022,三角皮帶 K-22,V-Belts,actionable,,,1892c02a-c596-5337-9582-85f5d6f8df74,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-760,-650,110,760,57525f95-3d02-58cb-8689-d09dd56c730b,"SALES_RESERVATION=-1110, SUPPLIER_DELIVERY=460",2026-04-17
PM057,三角皮帶 M-57,V-Belts,actionable,,,e48e1080-9604-5bbc-92b8-1ec1a7b0eabc,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-754,-434,320,754,3346b077-f345-58fa-9a4a-db4b3ba248e6,"SALES_RESERVATION=-1434, SUPPLIER_DELIVERY=1000",2026-04-17
PM059,三角皮帶 M-59,V-Belts,actionable,,,5322062b-1e01-5f51-93e6-d197bd48373c,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-742,-620,122,742,0ceb5baa-a459-5f8e-b32e-148e4c09ecc0,"SALES_RESERVATION=-3223, SUPPLIER_DELIVERY=2603",2026-04-17
PA076,三角皮帶 A-76,V-Belts,actionable,,,48eefe90-1d76-5241-b8a1-6e109f992c33,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-732,-389,343,732,4b6aed09-3276-5bf6-aa3b-e3529e06c2ac,"SALES_RESERVATION=-18864, SUPPLIER_DELIVERY=18475",2026-04-17
PA078,三角皮帶 A-78,V-Belts,actionable,,,5f90a56b-7ceb-5a0c-877b-81c9546dcd07,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-731,54,785,731,c7e75027-ce86-579a-9cef-8907dec52b4b,"SALES_RESERVATION=-26611, SUPPLIER_DELIVERY=26665",2026-04-17
PA072,三角皮帶 A-72,V-Belts,actionable,,,06c67cca-6d28-5be5-831e-b278498eea0b,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-726,-567,159,726,e0e06b6d-9b7f-5a78-ba65-df4987528862,"SALES_RESERVATION=-13176, SUPPLIER_DELIVERY=12609",2026-04-17
PB033,三角皮帶 B-33,V-Belts,actionable,,,1cb1edc1-b571-5e5f-9a0c-3bbdaaef6046,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-722,-486,236,722,56c82711-b02c-54e9-88dc-e1db7c6be186,"SALES_RESERVATION=-10612, SUPPLIER_DELIVERY=10126",2026-04-17
PPP0103,平面帶 1*3P 切邊,Flat / Specialty Belts,actionable,,,59575e93-5f80-5101-8fa0-7353a2a28271,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-720,-720,0,720,41765f7a-74dd-5057-b7cc-e85c4427f5a7,SALES_RESERVATION=-720,2026-04-17
PM033,三角皮帶 M-33,V-Belts,actionable,,,a25fa428-b598-57db-912e-8041f5ee33f1,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-719,-590,129,719,1c354481-e15e-579f-b241-9b839eb93c03,"SALES_RESERVATION=-10507, SUPPLIER_DELIVERY=9917",2026-04-17
PB058,三角皮帶 B-58,V-Belts,actionable,,,2a56f3ba-2022-5da7-b4ca-3249a3814785,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-711,-312,399,711,3937e871-f018-5a7b-8e64-b98e146618b0,"SALES_RESERVATION=-33368, SUPPLIER_DELIVERY=33056",2026-04-17
PA074,三角皮帶 A-74,V-Belts,actionable,,,58cfdbe2-1993-5c26-a09b-7245c67291f3,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-705,-335,370,705,5aef2304-3334-5c31-90dd-ca27c8c98903,"SALES_RESERVATION=-11415, SUPPLIER_DELIVERY=11080",2026-04-17
YM028,黃色 YM-28,Variable-Speed Belts,actionable,,,432565b8-7fd7-5728-8b93-bc58919b6761,26c77257-0dee-5c1a-a0aa-62ffa0603a01,702,702,0,-702,ecf8a67d-7f50-5ae6-8406-b10885c94728,"SALES_RESERVATION=-6449, SUPPLIER_DELIVERY=7151",2026-04-17
YM043,黃色 YM-43,Variable-Speed Belts,actionable,,,b226b1ba-de23-5cb0-879b-7e3614366dac,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-698,-584,114,698,4ee6d780-cc37-5b0c-8f95-7ac86a12a4ff,"SALES_RESERVATION=-1231, SUPPLIER_DELIVERY=647",2026-04-17
PB029,三角皮帶 B-29,V-Belts,actionable,,,f663018a-ad35-56d7-8aee-19157ebcdd90,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-698,-475,223,698,38af7068-7aad-559b-8b6a-9a811595371b,"SALES_RESERVATION=-14809, SUPPLIER_DELIVERY=14334",2026-04-17
PA065,三角皮帶 A-65,V-Belts,actionable,,,1abe8a4a-d835-5e9c-92b1-d5dcd80097b5,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-684,-273,411,684,bd294996-51fc-5e30-aacf-157425f1028d,"SALES_RESERVATION=-37676, SUPPLIER_DELIVERY=37403",2026-04-17
PP0343,平面帶 3.1/2*3P,Flat / Specialty Belts,actionable,,,09d779be-c210-5ed5-94c3-f83a9da50b62,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-677,3278,3955,677,ed10ddb1-940b-58e9-9aaa-fd2e1e6b3f01,"SALES_RESERVATION=-29799, SUPPLIER_DELIVERY=33077",2026-04-17
PB079,三角皮帶 B-79,V-Belts,actionable,,,42c6cc58-f56b-5524-95b1-5740235f1b05,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-675,-351,324,675,5984b991-5812-5974-9c17-72743c53439d,"SALES_RESERVATION=-22705, SUPPLIER_DELIVERY=22354",2026-04-17
VA031,齒型皮帶 A-31,V-Belts,actionable,,,1a1eb40d-0f31-54b2-b948-4297c19f0f59,26c77257-0dee-5c1a-a0aa-62ffa0603a01,673,747,74,-673,1768ec2e-165f-5c77-b6d2-5cde50108f80,"SALES_RESERVATION=-305, SUPPLIER_DELIVERY=1052",2026-04-17
PB074,三角皮帶 B-74,V-Belts,actionable,,,f8fb7541-7bf0-52e8-9bb8-ec92dd179e7b,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-666,-230,436,666,d2c52f5c-2cdf-570f-9a7e-76f0c6b4febf,"SALES_RESERVATION=-32827, SUPPLIER_DELIVERY=32597",2026-04-17
PM044,三角皮帶 M-44,V-Belts,actionable,,,6c0cdf06-c34a-55d4-b0e4-322044992195,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-662,-525,137,662,72251006-6f04-507e-bc1e-40f45f70b7d6,"SALES_RESERVATION=-6164, SUPPLIER_DELIVERY=5639",2026-04-17
PM032,三角皮帶 M-32,V-Belts,actionable,,,abe9ff77-5682-5b1a-a119-e205c521634d,26c77257-0dee-5c1a-a0aa-62ffa0603a01,643,940,297,-643,2af53f3d-eb70-50dd-b773-6f1cd37f863e,"SALES_RESERVATION=-6875, SUPPLIER_DELIVERY=7815",2026-04-17
PB077,三角皮帶 B-77,V-Belts,actionable,,,36448972-6b70-5069-a27d-a4f0287d64d3,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-639,-321,318,639,c892f5cc-51ec-5fb6-9dd6-3af4401274a5,"SALES_RESERVATION=-20590, SUPPLIER_DELIVERY=20269",2026-04-17
BMT-GWO,GWO-迪奧,Vehicle Belts,actionable,,,2c9fd6ed-5b3f-55f6-812a-9cb8148c8c9f,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-638,-638,0,638,013c7e17-24a6-5afe-ba25-4c427f2502fc,"SALES_RESERVATION=-21569, SUPPLIER_DELIVERY=20931",2026-04-17
PA050,三角皮帶 A-50,V-Belts,actionable,,,60b059d6-403a-52cf-a8fe-6f32429b71b7,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-631,-289,342,631,1069b8c4-14ba-5194-a0a9-ca263c4dca99,"SALES_RESERVATION=-34612, SUPPLIER_DELIVERY=34323",2026-04-17
YM032,黃色 YM-32,Variable-Speed Belts,actionable,,,b7644b53-4010-50a9-b4e2-f3019cdcf7e7,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-626,-531,95,626,f74ae8c9-e312-5cfa-9b25-e67d65c27b27,"SALES_RESERVATION=-631, SUPPLIER_DELIVERY=100",2026-04-17
PA068,三角皮帶 A-68,V-Belts,actionable,,,5abed425-7d95-529c-92f1-964d938f738c,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-623,-384,239,623,11c6f679-fa8e-5077-9594-3c2e1090d176,"SALES_RESERVATION=-12966, SUPPLIER_DELIVERY=12582",2026-04-17
PB076,三角皮帶 B-76,V-Belts,actionable,,,383da0b6-03de-5c7a-a9e4-cb2f08666687,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-620,91,711,620,e07074cb-00d5-5a85-a828-89a62bfa8b6f,"SALES_RESERVATION=-61851, SUPPLIER_DELIVERY=61942",2026-04-17
PB059,三角皮帶 B-59,V-Belts,actionable,,,ad446293-3540-524f-98e7-a3a50e239c39,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-619,-273,346,619,942dc0f2-07d8-5a8c-86e1-862c5f9e1b7a,"SALES_RESERVATION=-26687, SUPPLIER_DELIVERY=26414",2026-04-17
